time,cycle,stage,phase,temperature
4046.0,25,denature,hold,95.47
4046.5,25,denature,hold,95.1
4047.0,25,denature,hold,95.3
4047.5,25,denature,hold,95.26
4048.0,25,denature,hold,94.99
4048.5,25,denature,hold,95.12
4049.0,25,denature,hold,95.35
4049.5,25,denature,hold,95.47
4050.0,25,denature,hold,95.39
4050.5,25,denature,hold,95.36
4051.0,25,denature,hold,95.31
4051.5,25,denature,hold,95.48
4052.0,25,denature,hold,95.54
4052.5,25,denature,hold,95.3
4053.0,25,denature,hold,95.17
4053.5,25,denature,hold,95.17
4054.0,25,denature,hold,95.52
4054.5,25,denature,hold,95.4
4055.0,25,denature,hold,95.4
4055.5,25,denature,hold,95.21
4056.0,25,denature,hold,95.34
4056.5,25,denature,hold,95.38
4057.0,25,denature,hold,95.44
4057.5,25,denature,hold,95.37
4058.0,25,anneal,ramp,94.15
4058.5,25,anneal,ramp,93.42
4059.0,25,anneal,ramp,92.87
4059.5,25,anneal,ramp,92.02
4060.0,25,anneal,ramp,91.31
4060.5,25,anneal,ramp,90.41
4061.0,25,anneal,ramp,89.45
4061.5,25,anneal,ramp,88.95
4062.0,25,anneal,ramp,88.16
4062.5,25,anneal,ramp,87.53
4063.0,25,anneal,ramp,87.08
4063.5,25,anneal,ramp,86.07
4064.0,25,anneal,ramp,85.52
4064.5,25,anneal,ramp,84.56
4065.0,25,anneal,ramp,83.69
4065.5,25,anneal,ramp,83.03
4066.0,25,anneal,ramp,82.43
4066.5,25,anneal,ramp,81.68
4067.0,25,anneal,ramp,80.69
4067.5,25,anneal,ramp,80.03
4068.0,25,anneal,ramp,79.11
4068.5,25,anneal,ramp,78.58
4069.0,25,anneal,ramp,77.91
4069.5,25,anneal,ramp,77.0
4070.0,25,anneal,ramp,76.18
4070.5,25,anneal,ramp,75.54
4071.0,25,anneal,ramp,74.79
4071.5,25,anneal,ramp,74.01
4072.0,25,anneal,ramp,73.27
4072.5,25,anneal,ramp,72.48
4073.0,25,anneal,ramp,71.85
4073.5,25,anneal,ramp,71.07
4074.0,25,anneal,ramp,70.15
4074.5,25,anneal,ramp,69.4
4075.0,25,anneal,ramp,68.72
4075.5,25,anneal,ramp,68.07
4076.0,25,anneal,ramp,67.26
4076.5,25,anneal,ramp,66.44
4077.0,25,anneal,ramp,65.78
4077.5,25,anneal,ramp,64.97
4078.0,25,anneal,ramp,64.34
4078.5,25,anneal,ramp,63.53
4079.0,25,anneal,ramp,62.72
4079.5,25,anneal,ramp,62.02
4080.0,25,anneal,ramp,61.38
4080.5,25,anneal,ramp,60.44
4081.0,25,anneal,ramp,59.79
4081.5,25,anneal,ramp,58.99
4082.0,25,anneal,ramp,58.29
4082.5,25,anneal,ramp,57.43
4083.0,25,anneal,ramp,56.76
4083.5,25,anneal,ramp,56.11
4084.0,25,anneal,ramp,55.16
4084.5,25,anneal,ramp,54.87
4085.0,25,anneal,hold,55.0
4085.5,25,anneal,hold,54.87
4086.0,25,anneal,hold,54.88
4086.5,25,anneal,hold,54.84
4087.0,25,anneal,hold,54.92
4087.5,25,anneal,hold,55.04
4088.0,25,anneal,hold,55.1
4088.5,25,anneal,hold,54.87
4089.0,25,anneal,hold,55.16
4089.5,25,anneal,hold,54.85
4090.0,25,anneal,hold,55.05
4090.5,25,anneal,hold,54.87
4091.0,25,anneal,hold,54.9
4091.5,25,anneal,hold,54.93
4092.0,25,anneal,hold,55.04
4092.5,25,anneal,hold,55.1
4093.0,25,anneal,hold,55.1
4093.5,25,anneal,hold,54.92
4094.0,25,anneal,hold,54.9
4094.5,25,anneal,hold,54.94
4095.0,25,anneal,hold,55.01
4095.5,25,anneal,hold,55.04
4096.0,25,anneal,hold,54.94
4096.5,25,anneal,hold,55.04
4097.0,25,anneal,hold,55.23
4097.5,25,anneal,hold,54.96
4098.0,25,anneal,hold,54.98
4098.5,25,anneal,hold,55.09
4099.0,25,anneal,hold,54.97
4099.5,25,anneal,hold,55.09
4100.0,25,anneal,hold,54.95
4100.5,25,anneal,hold,55.18
4101.0,25,anneal,hold,55.02
4101.5,25,anneal,hold,54.94
4102.0,25,anneal,hold,54.91
4102.5,25,anneal,hold,54.95
4103.0,25,anneal,hold,55.13
4103.5,25,anneal,hold,54.85
4104.0,25,anneal,hold,54.92
4104.5,25,anneal,hold,54.96
4105.0,25,anneal,hold,55.04
4105.5,25,anneal,hold,55.02
4106.0,25,anneal,hold,54.92
4106.5,25,anneal,hold,55.0
4107.0,25,anneal,hold,55.02
4107.5,25,anneal,hold,54.95
4108.0,25,anneal,hold,55.1
4108.5,25,anneal,hold,55.12
4109.0,25,anneal,hold,55.04
4109.5,25,anneal,hold,55.08
4110.0,25,anneal,hold,54.82
4110.5,25,anneal,hold,54.98
4111.0,25,anneal,hold,55.15
4111.5,25,anneal,hold,54.99
4112.0,25,anneal,hold,54.97
4112.5,25,anneal,hold,55.25
4113.0,25,anneal,hold,55.2
4113.5,25,anneal,hold,55.06
4114.0,25,anneal,hold,55.11
4114.5,25,anneal,hold,54.76
4115.0,25,extension,ramp,55.92
4115.5,25,extension,ramp,56.95
4116.0,25,extension,ramp,57.98
4116.5,25,extension,ramp,58.95
4117.0,25,extension,ramp,59.74
4117.5,25,extension,ramp,61.04
4118.0,25,extension,ramp,62.05
4118.5,25,extension,ramp,63.16
4119.0,25,extension,ramp,63.92
4119.5,25,extension,ramp,64.91
4120.0,25,extension,ramp,65.73
4120.5,25,extension,ramp,66.97
4121.0,25,extension,ramp,68.09
4121.5,25,extension,ramp,68.94
4122.0,25,extension,ramp,70.21
4122.5,25,extension,ramp,70.97
4123.0,25,extension,ramp,72.01
4123.5,25,extension,hold,71.95
4124.0,25,extension,hold,72.03
4124.5,25,extension,hold,72.02
4125.0,25,extension,hold,72.19
4125.5,25,extension,hold,71.98
4126.0,25,extension,hold,71.89
4126.5,25,extension,hold,72.06
4127.0,25,extension,hold,72.16
4127.5,25,extension,hold,71.96
4128.0,25,extension,hold,72.08
4128.5,25,extension,hold,72.1
4129.0,25,extension,hold,72.03
4129.5,25,extension,hold,71.95
4130.0,25,extension,hold,71.87
4130.5,25,extension,hold,71.92
4131.0,25,extension,hold,71.99
4131.5,25,extension,hold,72.03
4132.0,25,extension,hold,71.95
4132.5,25,extension,hold,71.84
4133.0,25,extension,hold,71.91
4133.5,25,extension,hold,71.99
4134.0,25,extension,hold,71.95
4134.5,25,extension,hold,71.83
4135.0,25,extension,hold,71.9
4135.5,25,extension,hold,72.0
4136.0,25,extension,hold,71.79
4136.5,25,extension,hold,71.71
4137.0,25,extension,hold,72.08
4137.5,25,extension,hold,71.98
4138.0,25,extension,hold,72.03
4138.5,25,extension,hold,71.87
4139.0,25,extension,hold,72.08
4139.5,25,extension,hold,72.02
4140.0,25,extension,hold,71.86
4140.5,25,extension,hold,72.15
4141.0,25,extension,hold,72.03
4141.5,25,extension,hold,72.0
4142.0,25,extension,hold,71.99
4142.5,25,extension,hold,71.83
4143.0,25,extension,hold,72.1
4143.5,25,extension,hold,72.07
4144.0,25,extension,hold,72.02
4144.5,25,extension,hold,72.21
4145.0,25,extension,hold,71.91
4145.5,25,extension,hold,72.02
4146.0,25,extension,hold,72.02
4146.5,25,extension,hold,72.12
4147.0,25,extension,hold,72.12
4147.5,25,extension,hold,72.14
4148.0,25,extension,hold,72.09
4148.5,25,extension,hold,72.0
4149.0,25,extension,hold,72.22
4149.5,25,extension,hold,72.29
4150.0,25,extension,hold,72.06
4150.5,25,extension,hold,72.01
4151.0,25,extension,hold,72.23
4151.5,25,extension,hold,71.92
4152.0,25,extension,hold,72.04
4152.5,25,extension,hold,72.01
4153.0,25,extension,hold,71.97
4153.5,25,extension,hold,72.06
4154.0,25,extension,hold,71.96
4154.5,25,extension,hold,72.03
4155.0,25,extension,hold,72.06
4155.5,25,extension,hold,72.0
4156.0,25,extension,hold,72.02
4156.5,25,extension,hold,72.05
4157.0,25,extension,hold,72.14
4157.5,25,extension,hold,72.04
4158.0,25,extension,hold,72.14
4158.5,25,extension,hold,72.1
4159.0,25,extension,hold,72.1
4159.5,25,extension,hold,72.18
4160.0,25,extension,hold,71.9
4160.5,25,extension,hold,71.97
4161.0,25,extension,hold,72.17
4161.5,25,extension,hold,71.97
4162.0,25,extension,hold,71.74
4162.5,25,extension,hold,72.0
4163.0,25,extension,hold,72.01
4163.5,25,extension,hold,71.73
4164.0,25,extension,hold,72.11
4164.5,25,extension,hold,71.91
4165.0,25,extension,hold,72.02
4165.5,25,extension,hold,71.99
4166.0,25,extension,hold,71.91
4166.5,25,extension,hold,71.93
4167.0,25,extension,hold,71.96
4167.5,25,extension,hold,72.15
4168.0,25,extension,hold,72.03
4168.5,25,extension,hold,71.98
4169.0,25,extension,hold,71.96
4169.5,25,extension,hold,72.2
4170.0,25,extension,hold,72.24
4170.5,25,extension,hold,72.23
4171.0,25,extension,hold,72.18
4171.5,25,extension,hold,72.17
4172.0,25,extension,hold,72.0
4172.5,25,extension,hold,72.13
4173.0,25,extension,hold,72.12
4173.5,25,extension,hold,72.01
4174.0,25,extension,hold,72.29
4174.5,25,extension,hold,72.12
4175.0,25,extension,hold,72.32
4175.5,25,extension,hold,72.29
4176.0,25,extension,hold,72.23
4176.5,25,extension,hold,72.24
4177.0,25,extension,hold,72.13
4177.5,25,extension,hold,72.39
4178.0,25,extension,hold,72.22
4178.5,25,extension,hold,72.24
4179.0,25,extension,hold,72.16
4179.5,25,extension,hold,72.14
4180.0,25,extension,hold,72.27
4180.5,25,extension,hold,72.24
4181.0,25,extension,hold,72.1
4181.5,25,extension,hold,72.03
4182.0,25,extension,hold,72.06
4182.5,25,extension,hold,72.32
4183.0,25,extension,hold,72.17
4183.5,26,denature,ramp,72.97
4184.0,26,denature,ramp,74.15
4184.5,26,denature,ramp,74.89
4185.0,26,denature,ramp,75.93
4185.5,26,denature,ramp,76.92
4186.0,26,denature,ramp,78.16
4186.5,26,denature,ramp,79.2
4187.0,26,denature,ramp,80.08
4187.5,26,denature,ramp,81.08
4188.0,26,denature,ramp,81.94
4188.5,26,denature,ramp,83.19
4189.0,26,denature,ramp,84.03
4189.5,26,denature,ramp,85.09
4190.0,26,denature,ramp,85.99
4190.5,26,denature,ramp,86.97
4191.0,26,denature,ramp,88.17
4191.5,26,denature,ramp,89.05
4192.0,26,denature,ramp,90.15
4192.5,26,denature,ramp,91.03
4193.0,26,denature,ramp,91.92
4193.5,26,denature,ramp,92.94
4194.0,26,denature,ramp,94.01
4194.5,26,denature,ramp,94.94
4195.0,26,denature,hold,94.96
4195.5,26,denature,hold,95.02
4196.0,26,denature,hold,94.98
4196.5,26,denature,hold,95.07
4197.0,26,denature,hold,94.93
4197.5,26,denature,hold,94.77
4198.0,26,denature,hold,95.06
4198.5,26,denature,hold,95.09
4199.0,26,denature,hold,95.04
4199.5,26,denature,hold,94.94
4200.0,26,denature,hold,94.89
4200.5,26,denature,hold,95.03
4201.0,26,denature,hold,95.01
4201.5,26,denature,hold,95.0
4202.0,26,denature,hold,95.18
4202.5,26,denature,hold,94.92
4203.0,26,denature,hold,95.2
4203.5,26,denature,hold,95.0
4204.0,26,denature,hold,94.79
4204.5,26,denature,hold,94.98
4205.0,26,denature,hold,95.1
4205.5,26,denature,hold,94.96
4206.0,26,denature,hold,94.83
4206.5,26,denature,hold,94.95
4207.0,26,denature,hold,94.87
4207.5,26,denature,hold,94.99
4208.0,26,denature,hold,94.98
4208.5,26,denature,hold,94.82
4209.0,26,denature,hold,94.88
4209.5,26,denature,hold,95.0
4210.0,26,denature,hold,94.84
4210.5,26,denature,hold,94.8
4211.0,26,denature,hold,94.78
4211.5,26,denature,hold,94.93
4212.0,26,denature,hold,94.92
4212.5,26,denature,hold,94.86
4213.0,26,denature,hold,94.92
4213.5,26,denature,hold,95.05
4214.0,26,denature,hold,94.79
4214.5,26,denature,hold,94.71
4215.0,26,denature,hold,94.92
4215.5,26,denature,hold,94.85
4216.0,26,denature,hold,94.82
4216.5,26,denature,hold,94.96
4217.0,26,denature,hold,94.98
4217.5,26,denature,hold,94.72
4218.0,26,denature,hold,94.88
4218.5,26,denature,hold,95.16
4219.0,26,denature,hold,94.98
4219.5,26,denature,hold,94.97
4220.0,26,denature,hold,95.04
4220.5,26,denature,hold,94.94
4221.0,26,denature,hold,95.04
4221.5,26,denature,hold,95.06
4222.0,26,denature,hold,95.03
4222.5,26,denature,hold,94.92
4223.0,26,denature,hold,94.97
4223.5,26,denature,hold,94.88
4224.0,26,denature,hold,94.94
4224.5,26,denature,hold,94.85
4225.0,26,anneal,ramp,94.17
4225.5,26,anneal,ramp,93.47
4226.0,26,anneal,ramp,92.66
4226.5,26,anneal,ramp,91.95
4227.0,26,anneal,ramp,91.23
4227.5,26,anneal,ramp,90.54
4228.0,26,anneal,ramp,89.84
4228.5,26,anneal,ramp,88.95
4229.0,26,anneal,ramp,88.38
4229.5,26,anneal,ramp,87.59
4230.0,26,anneal,ramp,86.8
4230.5,26,anneal,ramp,86.02
4231.0,26,anneal,ramp,85.28
4231.5,26,anneal,ramp,84.62
4232.0,26,anneal,ramp,83.87
4232.5,26,anneal,ramp,83.13
4233.0,26,anneal,ramp,82.25
4233.5,26,anneal,ramp,81.56
4234.0,26,anneal,ramp,80.88
4234.5,26,anneal,ramp,79.94
4235.0,26,anneal,ramp,79.22
4235.5,26,anneal,ramp,78.5
4236.0,26,anneal,ramp,77.84
4236.5,26,anneal,ramp,77.09
4237.0,26,anneal,ramp,76.23
4237.5,26,anneal,ramp,75.35
4238.0,26,anneal,ramp,74.77
4238.5,26,anneal,ramp,73.91
4239.0,26,anneal,ramp,73.1
4239.5,26,anneal,ramp,72.37
4240.0,26,anneal,ramp,71.78
4240.5,26,anneal,ramp,71.14
4241.0,26,anneal,ramp,70.25
4241.5,26,anneal,ramp,69.52
4242.0,26,anneal,ramp,68.87
4242.5,26,anneal,ramp,67.85
4243.0,26,anneal,ramp,67.3
4243.5,26,anneal,ramp,66.5
4244.0,26,anneal,ramp,65.81
4244.5,26,anneal,ramp,64.95
4245.0,26,anneal,ramp,64.17
4245.5,26,anneal,ramp,63.51
4246.0,26,anneal,ramp,62.91
4246.5,26,anneal,ramp,62.09
4247.0,26,anneal,ramp,61.2
4247.5,26,anneal,ramp,60.37
4248.0,26,anneal,ramp,59.58
4248.5,26,anneal,ramp,59.13
4249.0,26,anneal,ramp,58.15
4249.5,26,anneal,ramp,57.47
4250.0,26,anneal,ramp,56.88
4250.5,26,anneal,ramp,55.84
4251.0,26,anneal,ramp,55.4
4251.5,26,anneal,ramp,54.97
4252.0,26,anneal,hold,54.79
4252.5,26,anneal,hold,55.2
4253.0,26,anneal,hold,54.91
4253.5,26,anneal,hold,55.08
4254.0,26,anneal,hold,54.88
4254.5,26,anneal,hold,55.07
4255.0,26,anneal,hold,54.84
4255.5,26,anneal,hold,54.76
4256.0,26,anneal,hold,54.87
4256.5,26,anneal,hold,54.81
4257.0,26,anneal,hold,54.91
4257.5,26,anneal,hold,54.85
4258.0,26,anneal,hold,54.92
4258.5,26,anneal,hold,54.83
4259.0,26,anneal,hold,54.81
4259.5,26,anneal,hold,54.79
4260.0,26,anneal,hold,55.05
4260.5,26,anneal,hold,54.8
4261.0,26,anneal,hold,54.59
4261.5,26,anneal,hold,54.73
4262.0,26,anneal,hold,54.77
4262.5,26,anneal,hold,54.95
4263.0,26,anneal,hold,54.89
4263.5,26,anneal,hold,54.69
4264.0,26,anneal,hold,55.0
4264.5,26,anneal,hold,54.76
4265.0,26,anneal,hold,54.86
4265.5,26,anneal,hold,54.61
4266.0,26,anneal,hold,54.51
4266.5,26,anneal,hold,54.61
4267.0,26,anneal,hold,54.39
4267.5,26,anneal,hold,54.89
4268.0,26,anneal,hold,54.7
4268.5,26,anneal,hold,54.61
4269.0,26,anneal,hold,54.71
4269.5,26,anneal,hold,54.69
4270.0,26,anneal,hold,54.76
4270.5,26,anneal,hold,54.86
4271.0,26,anneal,hold,54.72
4271.5,26,anneal,hold,54.67
4272.0,26,anneal,hold,54.8
4272.5,26,anneal,hold,54.84
4273.0,26,anneal,hold,54.75
4273.5,26,anneal,hold,54.94
4274.0,26,anneal,hold,54.68
4274.5,26,anneal,hold,54.66
4275.0,26,anneal,hold,54.84
4275.5,26,anneal,hold,54.73
4276.0,26,anneal,hold,54.87
4276.5,26,anneal,hold,54.73
4277.0,26,anneal,hold,54.76
4277.5,26,anneal,hold,55.02
4278.0,26,anneal,hold,54.77
4278.5,26,anneal,hold,54.76
4279.0,26,anneal,hold,54.99
4279.5,26,anneal,hold,54.78
4280.0,26,anneal,hold,54.85
4280.5,26,anneal,hold,55.02
4281.0,26,anneal,hold,55.05
4281.5,26,anneal,hold,55.07
4282.0,26,extension,ramp,55.93
4282.5,26,extension,ramp,57.06
4283.0,26,extension,ramp,57.95
4283.5,26,extension,ramp,58.94
4284.0,26,extension,ramp,60.12
4284.5,26,extension,ramp,60.95
4285.0,26,extension,ramp,62.03
4285.5,26,extension,ramp,63.02
4286.0,26,extension,ramp,63.89
4286.5,26,extension,ramp,65.1
4287.0,26,extension,ramp,66.06
4287.5,26,extension,ramp,66.8
4288.0,26,extension,ramp,68.03
4288.5,26,extension,ramp,68.92
4289.0,26,extension,ramp,70.11
4289.5,26,extension,ramp,70.86
4290.0,26,extension,ramp,71.96
4290.5,26,extension,hold,72.12
4291.0,26,extension,hold,72.09
4291.5,26,extension,hold,72.07
4292.0,26,extension,hold,72.13
4292.5,26,extension,hold,72.07
4293.0,26,extension,hold,72.08
4293.5,26,extension,hold,72.22
4294.0,26,extension,hold,72.19
4294.5,26,extension,hold,72.0
4295.0,26,extension,hold,72.12
4295.5,26,extension,hold,71.98
4296.0,26,extension,hold,72.13
4296.5,26,extension,hold,72.15
4297.0,26,extension,hold,71.95
4297.5,26,extension,hold,72.02
4298.0,26,extension,hold,72.06
4298.5,26,extension,hold,71.98
4299.0,26,extension,hold,72.05
4299.5,26,extension,hold,72.11
4300.0,26,extension,hold,72.05
4300.5,26,extension,hold,72.09
4301.0,26,extension,hold,72.22
4301.5,26,extension,hold,72.09
4302.0,26,extension,hold,72.05
4302.5,26,extension,hold,71.98
4303.0,26,extension,hold,72.15
4303.5,26,extension,hold,72.13
4304.0,26,extension,hold,72.23
4304.5,26,extension,hold,72.12
4305.0,26,extension,hold,71.88
4305.5,26,extension,hold,71.89
4306.0,26,extension,hold,72.13
4306.5,26,extension,hold,72.03
4307.0,26,extension,hold,72.13
4307.5,26,extension,hold,72.06
4308.0,26,extension,hold,72.04
4308.5,26,extension,hold,72.03
4309.0,26,extension,hold,71.93
4309.5,26,extension,hold,72.0
4310.0,26,extension,hold,71.95
4310.5,26,extension,hold,72.0
4311.0,26,extension,hold,72.02
4311.5,26,extension,hold,72.04
4312.0,26,extension,hold,72.16
4312.5,26,extension,hold,72.06
4313.0,26,extension,hold,72.19
4313.5,26,extension,hold,72.19
4314.0,26,extension,hold,72.13
4314.5,26,extension,hold,72.07
4315.0,26,extension,hold,72.07
4315.5,26,extension,hold,72.13
4316.0,26,extension,hold,72.05
4316.5,26,extension,hold,72.11
4317.0,26,extension,hold,72.09
4317.5,26,extension,hold,72.01
4318.0,26,extension,hold,72.14
4318.5,26,extension,hold,72.05
4319.0,26,extension,hold,72.01
4319.5,26,extension,hold,71.98
4320.0,26,extension,hold,72.03
4320.5,26,extension,hold,72.12
4321.0,26,extension,hold,72.07
4321.5,26,extension,hold,72.0
4322.0,26,extension,hold,72.06
4322.5,26,extension,hold,72.14
4323.0,26,extension,hold,72.0
4323.5,26,extension,hold,71.94
4324.0,26,extension,hold,72.14
4324.5,26,extension,hold,71.94
4325.0,26,extension,hold,71.92
4325.5,26,extension,hold,71.82
4326.0,26,extension,hold,72.08
4326.5,26,extension,hold,71.84
4327.0,26,extension,hold,71.95
4327.5,26,extension,hold,72.07
4328.0,26,extension,hold,72.11
4328.5,26,extension,hold,71.95
4329.0,26,extension,hold,72.0
4329.5,26,extension,hold,71.92
4330.0,26,extension,hold,71.97
4330.5,26,extension,hold,72.04
4331.0,26,extension,hold,71.97
4331.5,26,extension,hold,72.0
4332.0,26,extension,hold,71.89
4332.5,26,extension,hold,72.17
4333.0,26,extension,hold,72.11
4333.5,26,extension,hold,72.13
4334.0,26,extension,hold,72.17
4334.5,26,extension,hold,71.96
4335.0,26,extension,hold,72.01
4335.5,26,extension,hold,71.86
4336.0,26,extension,hold,72.36
4336.5,26,extension,hold,72.0
4337.0,26,extension,hold,72.13
4337.5,26,extension,hold,71.91
4338.0,26,extension,hold,72.15
4338.5,26,extension,hold,72.24
4339.0,26,extension,hold,72.01
4339.5,26,extension,hold,71.91
4340.0,26,extension,hold,71.99
4340.5,26,extension,hold,71.8
4341.0,26,extension,hold,71.98
4341.5,26,extension,hold,72.06
4342.0,26,extension,hold,71.99
4342.5,26,extension,hold,71.95
4343.0,26,extension,hold,72.03
4343.5,26,extension,hold,72.03
4344.0,26,extension,hold,71.79
4344.5,26,extension,hold,71.95
4345.0,26,extension,hold,72.17
4345.5,26,extension,hold,71.81
4346.0,26,extension,hold,71.92
4346.5,26,extension,hold,72.11
4347.0,26,extension,hold,72.06
4347.5,26,extension,hold,71.91
4348.0,26,extension,hold,71.95
4348.5,26,extension,hold,71.91
4349.0,26,extension,hold,71.84
4349.5,26,extension,hold,71.92
4350.0,26,extension,hold,71.87
4350.5,27,denature,ramp,73.01
4351.0,27,denature,ramp,73.93
4351.5,27,denature,ramp,74.87
4352.0,27,denature,ramp,76.0
4352.5,27,denature,ramp,77.17
4353.0,27,denature,ramp,78.01
4353.5,27,denature,ramp,78.97
4354.0,27,denature,ramp,80.08
4354.5,27,denature,ramp,80.98
4355.0,27,denature,ramp,82.19
4355.5,27,denature,ramp,83.0
4356.0,27,denature,ramp,84.07
4356.5,27,denature,ramp,84.92
4357.0,27,denature,ramp,86.05
4357.5,27,denature,ramp,87.03
4358.0,27,denature,ramp,87.99
4358.5,27,denature,ramp,88.95
4359.0,27,denature,ramp,89.94
4359.5,27,denature,ramp,91.03
4360.0,27,denature,ramp,92.06
4360.5,27,denature,ramp,92.99
4361.0,27,denature,ramp,94.03
4361.5,27,denature,ramp,95.0
4362.0,27,denature,hold,95.05
4362.5,27,denature,hold,94.87
4363.0,27,denature,hold,95.01
4363.5,27,denature,hold,95.13
4364.0,27,denature,hold,95.04
4364.5,27,denature,hold,95.13
4365.0,27,denature,hold,94.98
4365.5,27,denature,hold,94.91
4366.0,27,denature,hold,95.16
4366.5,27,denature,hold,95.27
4367.0,27,denature,hold,95.02
4367.5,27,denature,hold,95.23
4368.0,27,denature,hold,95.09
4368.5,27,denature,hold,94.96
4369.0,27,denature,hold,94.96
4369.5,27,denature,hold,95.09
4370.0,27,denature,hold,95.02
4370.5,27,denature,hold,94.92
4371.0,27,denature,hold,94.86
4371.5,27,denature,hold,95.0
4372.0,27,denature,hold,95.07
4372.5,27,denature,hold,95.05
4373.0,27,denature,hold,95.02
4373.5,27,denature,hold,95.11
4374.0,27,denature,hold,95.22
4374.5,27,denature,hold,95.14
4375.0,27,denature,hold,95.12
4375.5,27,denature,hold,95.24
4376.0,27,denature,hold,95.06
4376.5,27,denature,hold,95.14
4377.0,27,denature,hold,95.13
4377.5,27,denature,hold,95.01
4378.0,27,denature,hold,95.12
4378.5,27,denature,hold,94.98
4379.0,27,denature,hold,95.36
4379.5,27,denature,hold,95.07
4380.0,27,denature,hold,95.32
4380.5,27,denature,hold,95.17
4381.0,27,denature,hold,95.22
4381.5,27,denature,hold,95.13
4382.0,27,denature,hold,95.19
4382.5,27,denature,hold,95.22
4383.0,27,denature,hold,95.24
4383.5,27,denature,hold,95.24
4384.0,27,denature,hold,95.1
4384.5,27,denature,hold,95.08
4385.0,27,denature,hold,94.96
4385.5,27,denature,hold,95.21
4386.0,27,denature,hold,95.28
4386.5,27,denature,hold,95.36
4387.0,27,denature,hold,95.24
4387.5,27,denature,hold,95.16
4388.0,27,denature,hold,95.05
4388.5,27,denature,hold,95.32
4389.0,27,denature,hold,95.01
4389.5,27,denature,hold,95.16
4390.0,27,denature,hold,95.18
4390.5,27,denature,hold,95.2
4391.0,27,denature,hold,95.24
4391.5,27,denature,hold,95.22
4392.0,27,anneal,ramp,94.01
4392.5,27,anneal,ramp,93.5
4393.0,27,anneal,ramp,92.53
4393.5,27,anneal,ramp,92.07
4394.0,27,anneal,ramp,91.19
4394.5,27,anneal,ramp,90.28
4395.0,27,anneal,ramp,89.67
4395.5,27,anneal,ramp,88.94
4396.0,27,anneal,ramp,88.37
4396.5,27,anneal,ramp,87.52
4397.0,27,anneal,ramp,86.78
4397.5,27,anneal,ramp,86.12
4398.0,27,anneal,ramp,85.24
4398.5,27,anneal,ramp,84.58
4399.0,27,anneal,ramp,83.82
4399.5,27,anneal,ramp,82.87
4400.0,27,anneal,ramp,82.4
4400.5,27,anneal,ramp,81.36
4401.0,27,anneal,ramp,80.84
4401.5,27,anneal,ramp,79.85
4402.0,27,anneal,ramp,79.31
4402.5,27,anneal,ramp,78.69
4403.0,27,anneal,ramp,77.73
4403.5,27,anneal,ramp,76.97
4404.0,27,anneal,ramp,76.31
4404.5,27,anneal,ramp,75.47
4405.0,27,anneal,ramp,74.93
4405.5,27,anneal,ramp,74.02
4406.0,27,anneal,ramp,73.22
4406.5,27,anneal,ramp,72.45
4407.0,27,anneal,ramp,71.66
4407.5,27,anneal,ramp,70.94
4408.0,27,anneal,ramp,70.21
4408.5,27,anneal,ramp,69.45
4409.0,27,anneal,ramp,68.68
4409.5,27,anneal,ramp,68.21
4410.0,27,anneal,ramp,67.15
4410.5,27,anneal,ramp,66.51
4411.0,27,anneal,ramp,65.81
4411.5,27,anneal,ramp,65.06
4412.0,27,anneal,ramp,64.24
4412.5,27,anneal,ramp,63.48
4413.0,27,anneal,ramp,62.8
4413.5,27,anneal,ramp,62.03
4414.0,27,anneal,ramp,61.22
4414.5,27,anneal,ramp,60.34
4415.0,27,anneal,ramp,59.7
4415.5,27,anneal,ramp,58.89
4416.0,27,anneal,ramp,58.18
4416.5,27,anneal,ramp,57.5
4417.0,27,anneal,ramp,56.79
4417.5,27,anneal,ramp,56.18
4418.0,27,anneal,ramp,55.2
4418.5,27,anneal,ramp,55.08
4419.0,27,anneal,hold,55.17
4419.5,27,anneal,hold,55.16
4420.0,27,anneal,hold,55.14
4420.5,27,anneal,hold,55.1
4421.0,27,anneal,hold,54.86
4421.5,27,anneal,hold,55.06
4422.0,27,anneal,hold,55.02
4422.5,27,anneal,hold,55.03
4423.0,27,anneal,hold,54.99
4423.5,27,anneal,hold,54.99
4424.0,27,anneal,hold,55.24
4424.5,27,anneal,hold,54.96
4425.0,27,anneal,hold,55.07
4425.5,27,anneal,hold,54.93
4426.0,27,anneal,hold,55.03
4426.5,27,anneal,hold,55.06
4427.0,27,anneal,hold,54.98
4427.5,27,anneal,hold,55.11
4428.0,27,anneal,hold,54.85
4428.5,27,anneal,hold,54.9
4429.0,27,anneal,hold,54.95
4429.5,27,anneal,hold,55.03
4430.0,27,anneal,hold,54.94
4430.5,27,anneal,hold,55.04
4431.0,27,anneal,hold,54.77
4431.5,27,anneal,hold,54.77
4432.0,27,anneal,hold,54.92
4432.5,27,anneal,hold,54.87
4433.0,27,anneal,hold,54.91
4433.5,27,anneal,hold,54.84
4434.0,27,anneal,hold,54.83
4434.5,27,anneal,hold,54.81
4435.0,27,anneal,hold,54.82
4435.5,27,anneal,hold,54.82
4436.0,27,anneal,hold,54.81
4436.5,27,anneal,hold,54.79
4437.0,27,anneal,hold,54.96
4437.5,27,anneal,hold,54.91
4438.0,27,anneal,hold,55.12
4438.5,27,anneal,hold,54.92
4439.0,27,anneal,hold,54.84
4439.5,27,anneal,hold,55.19
4440.0,27,anneal,hold,54.95
